PatientID	bin_1	bin_2	bin_3	bin_4	bin_5	bin_6	bin_7	bin_8	
TCGA-06-0876	0.096501	0.203464	0.258508	0.076449	0.076558	0.000087	0.208969	0.079464	
TCGA-14-1396	0.262043	0.083365	0.163951	0.129360	0.102899	0.000195	0.233222	0.024966	
TCGA-41-2572	0.418526	0.050378	0.106721	0.260713	0.115581	0.000019	0.038816	0.009246	
TCGA-06-0128	0.356426	0.114264	0.283889	0.071100	0.145435	0.000145	0.016136	0.012606	
TCGA-06-0882	0.048623	0.067883	0.158914	0.185624	0.052366	0.000581	0.367432	0.118577	
TCGA-12-0691	0.343083	0.082007	0.258055	0.132497	0.064694	0.000013	0.062397	0.057254	
TCGA-06-6389	0.046721	0.112554	0.247416	0.137961	0.057696	0.000000	0.161750	0.235903	
TCGA-12-0620	0.240200	0.090928	0.219748	0.099539	0.078746	0.000899	0.207115	0.062825	
TCGA-14-0783	0.137438	0.066594	0.074935	0.175011	0.105917	0.001400	0.389051	0.049654	
TCGA-02-0321	0.284235	0.148011	0.135974	0.180785	0.195383	0.000020	0.030329	0.025264	
TCGA-02-0325	0.492299	0.065200	0.068535	0.161236	0.138507	0.000122	0.055999	0.018102	
TCGA-14-1037	0.154026	0.093011	0.134087	0.117159	0.081374	0.000586	0.339707	0.080050	
TCGA-06-6391	0.050136	0.173147	0.150023	0.147248	0.081034	0.000000	0.196061	0.202351	
TCGA-06-0158	0.223547	0.145743	0.393539	0.038197	0.084201	0.000145	0.075275	0.039354	
TCGA-06-1805	0.039528	0.277097	0.364130	0.057794	0.067280	0.000000	0.108199	0.085972	
TCGA-27-1836	0.118785	0.099690	0.086560	0.060631	0.082317	0.000948	0.351718	0.199350	
TCGA-06-0173	0.347381	0.090162	0.171794	0.171563	0.115967	0.003034	0.055182	0.044917	
TCGA-06-0195	0.502985	0.050901	0.028417	0.121103	0.236339	0.000046	0.042292	0.017917	
TCGA-14-1825	0.400843	0.047683	0.129297	0.175202	0.088404	0.000164	0.139487	0.018921	
TCGA-08-0520	0.110894	0.214856	0.256510	0.058659	0.095467	0.000166	0.206385	0.057063	
TCGA-27-1834	0.113838	0.136354	0.134393	0.035162	0.083167	0.000557	0.282156	0.214373	
TCGA-06-0648	0.316350	0.076926	0.105729	0.123038	0.122136	0.000329	0.175310	0.080182	
TCGA-06-0649	0.055901	0.037446	0.039478	0.130572	0.151096	0.000185	0.520423	0.064898	
TCGA-19-2624	0.001134	0.067834	0.004040	0.013964	0.032818	0.000000	0.721576	0.158633	
TCGA-02-0085	0.378292	0.092625	0.126275	0.130079	0.164989	0.000943	0.082669	0.024127	
TCGA-28-1755	0.252337	0.075428	0.158403	0.121957	0.110921	0.000057	0.224337	0.056560	
TCGA-06-1800	0.060986	0.150285	0.101010	0.149732	0.102951	0.000143	0.345416	0.089476	
TCGA-12-0654	0.202096	0.192236	0.186256	0.092235	0.123332	0.005163	0.127807	0.070875	
TCGA-06-0211	0.390690	0.073641	0.098521	0.143439	0.133301	0.000010	0.144901	0.015497	
TCGA-15-1447	0.167986	0.132597	0.147291	0.163461	0.121898	0.000282	0.212014	0.054472	
TCGA-19-5959	0.011558	0.180516	0.172885	0.016852	0.037822	0.000125	0.211475	0.368767	
TCGA-02-0037	0.330806	0.047555	0.083977	0.092526	0.105690	0.000072	0.319390	0.019985	
TCGA-19-2619	0.500421	0.053351	0.140716	0.139514	0.132525	0.000005	0.015886	0.017582	
TCGA-19-0955	0.002430	0.106281	0.035244	0.057956	0.057704	0.000000	0.514919	0.225467	
TCGA-02-0007	0.346044	0.073504	0.084095	0.223768	0.143096	0.000011	0.083455	0.046028	
TCGA-27-1835	0.109493	0.135567	0.141922	0.060378	0.102950	0.004495	0.359087	0.086109	
TCGA-19-2629	0.052247	0.216281	0.298108	0.074807	0.081171	0.000000	0.207168	0.070219	
TCGA-06-0127	0.177173	0.122738	0.152780	0.108500	0.091673	0.000074	0.101919	0.245143	
TCGA-19-5954	0.052694	0.147258	0.144708	0.055010	0.074167	0.000094	0.277550	0.248519	
TCGA-06-5415	0.079315	0.236479	0.210749	0.090866	0.092558	0.000000	0.165269	0.124765	
TCGA-14-1795	0.230630	0.102230	0.204783	0.081592	0.131107	0.002064	0.215149	0.032445	
TCGA-12-0618	0.195446	0.167154	0.237832	0.202896	0.105532	0.000018	0.030387	0.060736	
TCGA-27-1837	0.512366	0.033508	0.088086	0.070534	0.093079	0.000313	0.139384	0.062730	
TCGA-14-0871	0.185138	0.147650	0.122494	0.358836	0.105762	0.000384	0.047023	0.032714	
TCGA-19-0964	0.000943	0.227206	0.021165	0.011069	0.049648	0.000019	0.491215	0.198733	
TCGA-14-0813	0.348135	0.126729	0.175702	0.070697	0.158752	0.002235	0.079773	0.037976	
TCGA-06-1087	0.151224	0.188344	0.218232	0.098197	0.124470	0.000627	0.185644	0.033263	
TCGA-41-2573	0.293877	0.051149	0.065236	0.346936	0.126097	0.000002	0.083278	0.033424	
TCGA-08-0529	0.219605	0.211475	0.247234	0.059720	0.145072	0.000000	0.088938	0.027955	
TCGA-06-5417	0.110982	0.177374	0.221595	0.233883	0.094047	0.000000	0.074345	0.087774	
TCGA-19-4065	0.047592	0.441332	0.171216	0.060026	0.101901	0.000000	0.088895	0.089038	
TCGA-06-0878	0.119856	0.128452	0.146971	0.135720	0.098151	0.000016	0.261586	0.109247	
TCGA-06-0125	0.401190	0.108882	0.104557	0.097103	0.199420	0.000116	0.080375	0.008359	
TCGA-02-0014	0.369760	0.120164	0.260894	0.109714	0.111390	0.000176	0.012768	0.015134	
TCGA-27-1838	0.241993	0.119737	0.179810	0.052213	0.101145	0.000044	0.147906	0.157151	
TCGA-15-0742	0.104881	0.107818	0.170770	0.072978	0.088434	0.000036	0.386867	0.068218	
TCGA-06-0219	0.325009	0.071808	0.088529	0.058024	0.144789	0.002045	0.271483	0.038314	
TCGA-02-0451	0.388621	0.054765	0.050258	0.192387	0.193591	0.000004	0.111341	0.009032	
TCGA-02-0289	0.398681	0.057153	0.158875	0.214127	0.100890	0.000167	0.040405	0.029702	
TCGA-06-0238	0.038851	0.156935	0.092541	0.133771	0.096676	0.000113	0.327576	0.153537	
TCGA-19-1387	0.000804	0.118553	0.033257	0.003217	0.026766	0.000000	0.514187	0.303217	
TCGA-06-0241	0.262569	0.049964	0.171856	0.168569	0.077034	0.000044	0.240496	0.029468	
TCGA-27-1831	0.208274	0.086867	0.099160	0.043281	0.096318	0.001407	0.317405	0.147288	
TCGA-12-0692	0.252887	0.129426	0.352424	0.076306	0.076417	0.000180	0.064001	0.048358	
TCGA-28-1745	0.222154	0.129521	0.236769	0.072786	0.101321	0.000177	0.185010	0.052263	
TCGA-08-0517	0.197797	0.119731	0.125300	0.166561	0.116949	0.001106	0.133589	0.138967	
TCGA-02-0337	0.233893	0.210454	0.121597	0.162526	0.178369	0.001121	0.045204	0.046837	
TCGA-12-0615	0.086181	0.117107	0.129252	0.060017	0.070819	0.000452	0.447811	0.088362	
TCGA-14-1453	0.399459	0.057326	0.179528	0.166258	0.091580	0.000382	0.081694	0.023772	
TCGA-06-0187	0.360034	0.066371	0.162796	0.208570	0.103354	0.000543	0.046285	0.052047	
TCGA-14-1794	0.216329	0.097995	0.151031	0.116450	0.120745	0.000508	0.260750	0.036192	
TCGA-02-0025	0.269856	0.165322	0.153773	0.068039	0.161072	0.000093	0.135884	0.045962	
TCGA-06-0192	0.134589	0.098491	0.142774	0.184968	0.102474	0.000211	0.232919	0.103573	
TCGA-06-0190	0.079651	0.180035	0.172894	0.140414	0.120787	0.000230	0.230227	0.075762	
TCGA-06-6390	0.022517	0.065397	0.074729	0.097699	0.054894	0.004118	0.380067	0.300578	
TCGA-06-0130	0.349798	0.049946	0.131488	0.209238	0.109331	0.000043	0.132042	0.018114	
TCGA-02-0034	0.060628	0.257116	0.199173	0.045207	0.084711	0.000023	0.173186	0.179956	
TCGA-06-0881	0.015626	0.110915	0.090791	0.030696	0.085830	0.000093	0.556200	0.109849	
TCGA-06-0176	0.140156	0.049233	0.067811	0.087936	0.098599	0.000540	0.490712	0.065013	
TCGA-06-0138	0.166299	0.078907	0.139494	0.180944	0.096358	0.000153	0.279586	0.058260	
TCGA-19-1392	0.001500	0.137708	0.041815	0.058805	0.050537	0.000483	0.427017	0.282136	
TCGA-06-0745	0.123759	0.052525	0.107156	0.278845	0.066052	0.000565	0.299726	0.071372	
TCGA-06-0877	0.235805	0.066400	0.110743	0.200191	0.082767	0.000063	0.266725	0.037305	
TCGA-12-0776	0.285029	0.111019	0.162364	0.156988	0.107511	0.004167	0.128873	0.044048	
TCGA-14-0867	0.153881	0.165234	0.211403	0.134050	0.094151	0.001995	0.173760	0.065526	
TCGA-81-5910	0.125121	0.159726	0.203931	0.060212	0.094741	0.000030	0.222626	0.133613	
TCGA-19-0962	0.001392	0.037208	0.006079	0.035304	0.041383	0.003223	0.699041	0.176371	
TCGA-02-0332	0.381503	0.079723	0.241868	0.135572	0.114141	0.000368	0.023048	0.023779	
TCGA-14-1452	0.146556	0.129798	0.259915	0.129272	0.066239	0.000508	0.192445	0.075267	
TCGA-02-0330	0.424673	0.050269	0.115380	0.250710	0.107906	0.000041	0.037679	0.013342	
TCGA-06-0747	0.154746	0.212850	0.190042	0.109711	0.126930	0.000044	0.139915	0.065763	
TCGA-06-0216	0.582082	0.040995	0.075617	0.133931	0.134305	0.000468	0.009219	0.023383	
TCGA-14-1455	0.489548	0.063914	0.193189	0.069238	0.082536	0.004367	0.057805	0.039403	
TCGA-06-0686	0.038166	0.099239	0.124077	0.157501	0.061054	0.000000	0.385311	0.134651	
TCGA-27-1833	0.269524	0.103420	0.122897	0.103135	0.091335	0.000508	0.111746	0.197434	
TCGA-06-5408	0.307260	0.053804	0.055363	0.278097	0.132956	0.000000	0.142236	0.030285	
TCGA-41-3393	0.232973	0.129367	0.166705	0.154910	0.161571	0.000104	0.112544	0.041826	
TCGA-14-0817	0.427727	0.075625	0.235056	0.082717	0.107117	0.016241	0.038617	0.016901	
TCGA-14-0787	0.472665	0.104419	0.198708	0.034301	0.170788	0.000186	0.003590	0.015342	
TCGA-28-1760	0.454396	0.053554	0.215145	0.096984	0.081185	0.000375	0.081964	0.016397	
TCGA-14-1459	0.281479	0.110120	0.230065	0.124263	0.099688	0.000101	0.122856	0.031428	
TCGA-06-0156	0.409118	0.092574	0.143371	0.130115	0.146346	0.000329	0.033653	0.044492	
TCGA-02-0010	0.195763	0.114259	0.203840	0.109850	0.086389	0.000594	0.188499	0.100806	
TCGA-02-0026	0.322948	0.110391	0.181601	0.208844	0.119521	0.000034	0.020300	0.036361	
TCGA-27-1830	0.162850	0.112949	0.136594	0.043526	0.113309	0.004147	0.262989	0.163637	
TCGA-08-0525	0.028408	0.267353	0.226357	0.054913	0.063953	0.000015	0.162825	0.196176	
TCGA-02-0281	0.357690	0.078189	0.107082	0.215888	0.135935	0.003025	0.059973	0.042219	
TCGA-06-1801	0.004998	0.083860	0.059747	0.069635	0.048369	0.000000	0.543975	0.189416	
TCGA-19-5952	0.298687	0.066922	0.168027	0.028783	0.080633	0.000044	0.228034	0.128869	
TCGA-06-0645	0.121506	0.099031	0.194222	0.277567	0.074776	0.000000	0.168891	0.064007	
TCGA-06-0744	0.277610	0.087903	0.193892	0.245714	0.095255	0.000777	0.081658	0.017192	
TCGA-19-2625	0.000294	0.034381	0.013224	0.042316	0.038202	0.000000	0.511607	0.359977	
TCGA-06-5858	0.086218	0.137573	0.095514	0.146850	0.119236	0.000109	0.270177	0.144325	
TCGA-06-0124	0.324337	0.091581	0.173180	0.121120	0.126897	0.002016	0.093658	0.067211	
TCGA-02-0001	0.292484	0.127109	0.112905	0.116943	0.154931	0.000488	0.147382	0.047759	
TCGA-28-1746	0.543736	0.010299	0.023660	0.298115	0.119575	0.000110	0.003525	0.000982	
TCGA-87-5896	0.092694	0.191902	0.182087	0.050651	0.109597	0.000000	0.283160	0.089910	
TCGA-06-0209	0.398913	0.096075	0.150643	0.110476	0.196219	0.004076	0.031515	0.012083	
TCGA-06-0168	0.343166	0.070261	0.097359	0.197803	0.126136	0.000537	0.103834	0.060903	
TCGA-06-0174	0.182227	0.145736	0.221527	0.110309	0.100939	0.000230	0.101631	0.137400	
TCGA-06-0214	0.372446	0.060313	0.128835	0.136014	0.100470	0.000610	0.102356	0.098955	
TCGA-14-1823	0.189416	0.074964	0.142084	0.217270	0.076289	0.000061	0.241876	0.058039	
TCGA-02-0033	0.250363	0.136548	0.117530	0.182279	0.148133	0.001211	0.091651	0.072284	
TCGA-19-2623	0.008044	0.259746	0.194055	0.017889	0.072123	0.000000	0.379672	0.068470	
TCGA-12-0769	0.222600	0.150377	0.365272	0.053697	0.070401	0.000121	0.083868	0.053664	
TCGA-14-1458	0.185026	0.044215	0.258364	0.102806	0.044191	0.000182	0.264766	0.100451	
TCGA-06-0237	0.085334	0.207954	0.251701	0.044217	0.136994	0.002273	0.197677	0.073850	
TCGA-02-0339	0.355852	0.053620	0.228656	0.074257	0.080896	0.000093	0.137588	0.069039	
TCGA-06-0743	0.243325	0.122612	0.245558	0.122971	0.110103	0.001629	0.126294	0.027507	
TCGA-06-0210	0.167328	0.146380	0.267197	0.068721	0.080306	0.000885	0.145296	0.123886	
TCGA-08-0518	0.137775	0.212113	0.284644	0.040758	0.110421	0.000350	0.150903	0.063035	
TCGA-08-0352	0.341896	0.111694	0.117854	0.190997	0.146349	0.007902	0.060908	0.022400	
TCGA-06-5418	0.064706	0.278982	0.359870	0.051695	0.070474	0.000000	0.088514	0.085759	
TCGA-06-0201	0.067930	0.266558	0.359859	0.034689	0.094749	0.000818	0.111748	0.063649	
TCGA-14-1034	0.104268	0.105361	0.139306	0.143472	0.082409	0.000752	0.343393	0.081039	
TCGA-06-0148	0.348644	0.121673	0.194129	0.105373	0.148165	0.000135	0.034574	0.047307	
TCGA-06-0221	0.379233	0.070500	0.216486	0.194403	0.094963	0.000093	0.030814	0.013509	
TCGA-02-0004	0.424412	0.055345	0.146017	0.224786	0.134886	0.000328	0.009720	0.004505	
TCGA-41-2571	0.382043	0.077691	0.121555	0.106428	0.132619	0.000343	0.167523	0.011798	
TCGA-06-5859	0.088003	0.127040	0.081076	0.110365	0.106682	0.000000	0.216687	0.270147	
TCGA-41-3392	0.501009	0.046816	0.083995	0.198030	0.130322	0.000033	0.025318	0.014478	
TCGA-12-0780	0.381976	0.080184	0.311541	0.127750	0.081013	0.000039	0.006855	0.010642	
TCGA-28-1750	0.646222	0.015809	0.062419	0.169118	0.103156	0.000118	0.002031	0.001127	
TCGA-14-1829	0.322208	0.046960	0.106898	0.196613	0.074377	0.000150	0.202755	0.050040	
TCGA-06-0206	0.487561	0.072817	0.120891	0.119312	0.144194	0.000509	0.044022	0.010693	
TCGA-19-2620	0.164072	0.232806	0.198530	0.015588	0.173215	0.000000	0.189185	0.026604	
TCGA-19-2631	0.000873	0.279116	0.020034	0.007366	0.050039	0.000000	0.430489	0.212084	
TCGA-06-0143	0.168939	0.125124	0.199808	0.070175	0.091592	0.000533	0.275447	0.068383	
TCGA-19-1386	0.007336	0.148412	0.038809	0.008143	0.067200	0.000587	0.631208	0.098305	
TCGA-06-5413	0.374574	0.087646	0.109247	0.132748	0.131662	0.000000	0.098525	0.065598	
TCGA-06-0185	0.391451	0.052940	0.148723	0.174691	0.097569	0.000142	0.095094	0.039389	
TCGA-06-0879	0.317715	0.073011	0.157988	0.198673	0.091908	0.000043	0.134643	0.026018	
TCGA-02-0266	0.396852	0.119876	0.209293	0.128155	0.120848	0.000023	0.008579	0.016373	
TCGA-06-0126	0.196315	0.094960	0.260587	0.141302	0.073574	0.012581	0.130128	0.090553	
TCGA-08-0524	0.072098	0.161042	0.108764	0.251441	0.086002	0.000037	0.113044	0.207572	
TCGA-41-5651	0.200583	0.127838	0.082681	0.304297	0.158269	0.000025	0.060134	0.066174	
TCGA-06-0145	0.350735	0.110414	0.155968	0.156125	0.127303	0.000164	0.045772	0.053518	
TCGA-06-0157	0.655098	0.031499	0.048957	0.068903	0.182885	0.001083	0.005168	0.006407	
TCGA-06-0171	0.278540	0.125327	0.162671	0.100287	0.131690	0.000228	0.146389	0.054868	
TCGA-12-0775	0.318722	0.110946	0.217723	0.113993	0.125034	0.000057	0.081911	0.031614	
TCGA-19-5947	0.012284	0.118919	0.136968	0.026213	0.078701	0.000929	0.539351	0.086635	
TCGA-02-0024	0.197427	0.051636	0.118675	0.287794	0.065078	0.000250	0.202831	0.076309	
TCGA-06-0213	0.249168	0.080784	0.419376	0.045760	0.086114	0.016522	0.079005	0.023272	
TCGA-06-0147	0.287000	0.110828	0.273266	0.015291	0.117059	0.001078	0.172458	0.023019	
TCGA-02-0003	0.466429	0.070021	0.079667	0.202024	0.151966	0.000002	0.014731	0.015161	
TCGA-02-0006	0.337397	0.113355	0.216972	0.107053	0.110053	0.000212	0.081816	0.033141	
TCGA-06-0644	0.338084	0.134814	0.091377	0.151268	0.219724	0.000068	0.047297	0.017368	
TCGA-19-5956	0.060938	0.169645	0.194212	0.155036	0.077265	0.000000	0.157366	0.185538	
TCGA-02-0333	0.648453	0.020292	0.070152	0.124191	0.123924	0.000294	0.010528	0.002165	
TCGA-06-0178	0.165171	0.078113	0.234549	0.133128	0.063540	0.000129	0.242025	0.083345	
TCGA-02-0023	0.621872	0.054702	0.150752	0.026895	0.140369	0.000208	0.001275	0.003927	
TCGA-15-1446	0.445354	0.012901	0.034237	0.235709	0.095200	0.000031	0.160353	0.016217	
TCGA-06-5416	0.282717	0.083599	0.197128	0.217618	0.101382	0.000000	0.089012	0.028546	
TCGA-19-5953	0.031305	0.152158	0.146408	0.051841	0.072334	0.000535	0.341567	0.203853	
TCGA-02-0015	0.243343	0.090859	0.223967	0.239255	0.092130	0.001536	0.070302	0.038608	
TCGA-12-0657	0.148683	0.191684	0.204259	0.040686	0.093386	0.000477	0.228696	0.092130	
TCGA-02-0440	0.444595	0.048545	0.107838	0.150914	0.142027	0.000356	0.086677	0.019047	
TCGA-14-1401	0.052048	0.081828	0.108890	0.069539	0.057036	0.008679	0.487688	0.134293	
TCGA-12-0688	0.227330	0.136354	0.246061	0.083455	0.084319	0.003417	0.166467	0.052598	
TCGA-12-0707	0.172432	0.130219	0.234858	0.165452	0.065815	0.000106	0.106061	0.125056	
TCGA-28-1749	0.206190	0.078071	0.095495	0.162845	0.085479	0.000000	0.314892	0.057027	
TCGA-12-0772	0.298173	0.107996	0.244465	0.147996	0.090990	0.001714	0.072959	0.035708	
TCGA-06-0197	0.071493	0.122907	0.288673	0.087122	0.075906	0.000475	0.280874	0.072549	
TCGA-06-5410	0.094811	0.119604	0.165458	0.062836	0.113978	0.001069	0.369366	0.072878	
TCGA-12-0778	0.236399	0.104822	0.178010	0.092868	0.082738	0.000202	0.237129	0.067833	
TCGA-06-0137	0.239690	0.109080	0.143706	0.080914	0.116756	0.000630	0.266074	0.043151	
TCGA-19-1789	0.005035	0.312490	0.086731	0.013643	0.068865	0.000000	0.288290	0.224947	
TCGA-02-0338	0.493595	0.052530	0.096965	0.173718	0.171596	0.000053	0.005321	0.006222	
TCGA-02-0326	0.052684	0.186530	0.230570	0.069988	0.102691	0.000010	0.247792	0.109734	
TCGA-06-0129	0.250605	0.097473	0.339273	0.196260	0.077668	0.000009	0.024466	0.014246	
TCGA-81-5911	0.007457	0.244360	0.177653	0.035650	0.044177	0.000000	0.210849	0.279853	
TCGA-06-6388	0.070671	0.180613	0.225278	0.052077	0.091275	0.000148	0.207087	0.172849	
TCGA-02-0021	0.447064	0.097893	0.173394	0.106606	0.144821	0.000439	0.019423	0.010362	
TCGA-02-0258	0.603803	0.025010	0.037875	0.229271	0.100141	0.000019	0.001158	0.002723	
TCGA-27-1832	0.326352	0.105545	0.210686	0.045300	0.113066	0.000186	0.093961	0.104904	
TCGA-06-5411	0.108424	0.151756	0.118161	0.169354	0.109195	0.000000	0.160328	0.182782	
TCGA-06-0152	0.074838	0.142495	0.078502	0.075705	0.148000	0.000186	0.399010	0.081264	
TCGA-02-0317	0.474330	0.055738	0.149813	0.124584	0.142923	0.000584	0.040485	0.011543	
TCGA-28-1752	0.144321	0.047990	0.080612	0.251994	0.083511	0.000045	0.282199	0.109328	
TCGA-06-0154	0.248692	0.124348	0.230210	0.081823	0.096995	0.000466	0.085809	0.131657	
TCGA-02-0269	0.449692	0.071688	0.156649	0.149911	0.124733	0.000507	0.032970	0.013850	
TCGA-08-0521	0.466462	0.069546	0.183957	0.116665	0.109407	0.000006	0.033988	0.019969	
TCGA-12-0616	0.341038	0.052423	0.103553	0.128812	0.096737	0.000529	0.236947	0.039960	
TCGA-06-0166	0.092609	0.149941	0.239043	0.037314	0.072430	0.000034	0.092049	0.316580	
TCGA-06-5414	0.010995	0.267517	0.219351	0.029564	0.061482	0.000000	0.207057	0.204036	
TCGA-06-5856	0.051483	0.130011	0.184702	0.109449	0.068681	0.000000	0.234169	0.221504	
TCGA-28-1757	0.195011	0.111872	0.234766	0.127015	0.102103	0.000292	0.138213	0.090727	
TCGA-06-0133	0.321625	0.081936	0.161759	0.156328	0.117405	0.000018	0.132655	0.028275	
TCGA-41-2575	0.404547	0.055888	0.143340	0.180960	0.099319	0.000037	0.098044	0.017865	
TCGA-06-1802	0.031086	0.210158	0.190893	0.056918	0.048599	0.000000	0.292032	0.170315	
TCGA-06-0141	0.371335	0.090388	0.164841	0.095062	0.163704	0.000656	0.074861	0.039153	
TCGA-12-0773	0.362509	0.105882	0.173752	0.136633	0.112076	0.004563	0.077972	0.026614	
TCGA-14-0789	0.124839	0.169519	0.227234	0.051829	0.075163	0.002511	0.137534	0.211371	
TCGA-06-0875	0.384101	0.072457	0.208130	0.186347	0.103124	0.000107	0.030916	0.014818	
TCGA-06-0122	0.057873	0.156289	0.159898	0.102060	0.085874	0.000016	0.329053	0.108937	
TCGA-06-0646	0.132200	0.111033	0.161315	0.116500	0.074944	0.000304	0.302076	0.101629	
TCGA-06-1086	0.265747	0.103057	0.096579	0.294527	0.134872	0.000013	0.074198	0.031007	
TCGA-12-0703	0.038511	0.139647	0.122945	0.052651	0.048901	0.000926	0.334144	0.262275	
TCGA-06-0188	0.048932	0.058430	0.122060	0.084253	0.043314	0.000482	0.460287	0.182243	
TCGA-06-0169	0.644497	0.038380	0.135666	0.056669	0.112013	0.000000	0.007902	0.004873	
TCGA-06-5412	0.042927	0.114628	0.077229	0.060148	0.070603	0.000000	0.273929	0.360534	
TCGA-28-1751	0.134045	0.076471	0.147554	0.145066	0.112202	0.000102	0.322094	0.062465	
TCGA-06-0139	0.157595	0.068300	0.078907	0.101675	0.141391	0.001352	0.407053	0.043728	
TCGA-FG-6688	0.008843	0.068363	0.127212	0.009957	0.022773	0.000528	0.341490	0.420834	
TCGA-FG-7643	0.094018	0.129352	0.414142	0.038176	0.054444	0.000086	0.164086	0.105695	
TCGA-DB-A4XG	0.225113	0.096604	0.100788	0.205174	0.125014	0.000022	0.083987	0.163297	
TCGA-DU-5855	0.154319	0.215619	0.367543	0.088604	0.095329	0.000000	0.044404	0.034182	
TCGA-DU-6397	0.290312	0.132982	0.255986	0.061362	0.110806	0.000000	0.108342	0.040209	
TCGA-DU-6401	0.144966	0.210020	0.360552	0.069127	0.099142	0.000000	0.070876	0.045316	
TCGA-CS-4943	0.511057	0.061551	0.142438	0.130225	0.124143	0.000536	0.024614	0.005437	
TCGA-DU-6395	0.032274	0.281269	0.450665	0.014751	0.063979	0.000006	0.078108	0.078948	
TCGA-HT-7468	0.510949	0.076455	0.180844	0.059948	0.154604	0.000048	0.007848	0.009303	
TCGA-FG-5963	0.012635	0.066411	0.119761	0.018503	0.033721	0.000901	0.566912	0.181156	
TCGA-S9-A6WQ	0.242349	0.090511	0.264227	0.017905	0.078231	0.001319	0.114470	0.190988	
TCGA-CS-6667	0.747753	0.018865	0.060180	0.050241	0.121540	0.000004	0.000683	0.000734	
TCGA-S9-A6TU	0.415470	0.043071	0.186835	0.059234	0.081111	0.000049	0.195234	0.018996	
TCGA-S9-A6WM	0.334514	0.056856	0.142440	0.106096	0.094129	0.000011	0.127893	0.138062	
TCGA-FG-8188	0.149006	0.114316	0.405669	0.046422	0.063520	0.000977	0.092074	0.128016	
TCGA-HW-8319	0.007380	0.142248	0.197298	0.064835	0.045154	0.000002	0.158875	0.384207	
TCGA-QH-A65S	0.007723	0.109085	0.146548	0.009477	0.025604	0.000198	0.150813	0.550552	
TCGA-QH-A65X	0.008302	0.174102	0.054026	0.003312	0.030949	0.000424	0.111150	0.617735	
TCGA-FG-A6J1	0.034656	0.158895	0.273097	0.036180	0.046269	0.000047	0.146323	0.304533	
TCGA-HW-7486	0.119447	0.060630	0.128991	0.090269	0.059851	0.002491	0.385579	0.152743	
TCGA-S9-A6WN	0.410389	0.065536	0.238720	0.021008	0.086199	0.000000	0.152690	0.025459	
TCGA-FG-A60K	0.193939	0.082111	0.400902	0.028432	0.062444	0.000177	0.089199	0.142798	
TCGA-S9-A7IY	0.310229	0.102343	0.173104	0.029930	0.113905	0.000051	0.172318	0.098120	
TCGA-S9-A6WG	0.798349	0.006692	0.080148	0.031663	0.078587	0.000292	0.001541	0.002726	
TCGA-S9-A6U6	0.827901	0.005623	0.036084	0.036738	0.091715	0.000040	0.000548	0.001351	
TCGA-S9-A7R1	0.242726	0.122582	0.198897	0.039314	0.092705	0.000501	0.086609	0.216666	
TCGA-CS-4938	0.304651	0.055019	0.482377	0.028034	0.057571	0.000000	0.049460	0.022888	
